"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.698874990E-3,-1.640155911E-1,-6.410534978E-1,8.538591675E-3
2.675387502E-2,-4.351455569E-1,-8.322402239E-1,-1.567407101E-1
4.680887499E-2,-5.284596682E-1,-6.056328416E-1,-2.496727854E-1
6.686387502E-2,-4.318261445E-1,-3.492898941E-1,-3.141499162E-1
8.691787504E-2,-3.670392632E-1,-2.542391419E-1,-3.492187262E-1
1.069728750E-1,-3.908478916E-1,-3.728028536E-1,-2.295952886E-1
1.270278750E-1,-4.361833036E-1,-5.145866275E-1,-2.226166725E-1
1.470828750E-1,-4.137822986E-1,-4.677685797E-1,-2.076124847E-1
1.671378750E-1,-3.778836131E-1,-3.945156634E-1,-1.144821495E-1
1.871928750E-1,-3.665933609E-1,-3.370279372E-1,-4.905586317E-2
2.072478750E-1,-5.309644341E-1,-4.083890021E-1,-6.673660129E-2
2.273028750E-1,-6.582716107E-1,-3.691830039E-1,-1.583040133E-2
2.473578750E-1,-7.558269501E-1,-2.729161382E-1,4.857282341E-2
2.674128750E-1,-7.647197247E-1,-3.545606434E-1,9.972022474E-2
2.874678750E-1,-6.835805178E-1,-3.573859334E-1,1.164653823E-1
3.075228750E-1,-6.888740659E-1,-2.582088113E-1,1.325044781E-1
3.275778750E-1,-6.796260476E-1,-1.935013533E-1,1.616539061E-1
3.476328750E-1,-7.637381554E-1,-2.801892161E-1,2.394596934E-1
3.676868750E-1,-9.117257595E-1,-4.636810124E-1,4.141760468E-1
3.877418750E-1,-1.225964427E0,-4.394287467E-1,5.863125324E-1
4.077968750E-1,-1.504210234E0,-6.169008613E-1,5.966719389E-1
4.278518750E-1,-1.809596539E0,-3.344515562E-1,3.664138317E-1
4.479068750E-1,-1.769392848E0,1.617862880E-1,3.330658376E-1
4.679618750E-1,-1.481491446E0,5.917388797E-1,2.365171462E-1
4.880168750E-1,-1.775334835E0,2.056360483E0,-2.227688134E-1
5.080718750E-1,-2.168021917E0,2.736642122E0,-4.650805891E-1
5.281268750E-1,-2.316767216E0,3.398361206E0,-2.826245129E-1
5.481818750E-1,-2.560026884E0,4.316831589E0,3.258266672E-2
5.682368750E-1,-2.699932814E0,5.757156849E0,3.134903610E-1
5.882918750E-1,-2.738992691E0,6.649097443E0,8.380412310E-2
6.083468750E-1,-1.990878224E0,5.716032505E0,-4.455547035E-1
6.284018750E-1,-1.173789024E0,3.913429022E0,-8.268678188E-1
6.484558750E-1,-5.596572161E-1,2.473819733E0,-7.252604961E-1
6.685108750E-1,-5.140938759E-1,1.034683585E0,8.960994333E-2
