"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.308749922E-4,-1.874551849E0,3.939507751E0,7.090155945E0
2.048587502E-2,-8.987310791E-1,4.139491882E0,7.439978485E0
4.054087499E-2,-7.313790894E-1,4.003125458E0,9.200916595E0
6.059587502E-2,-6.876699829E-1,3.751648407E0,1.002764740E1
8.065087500E-2,-6.930587769E-1,3.648363190E0,9.504335632E0
1.007058750E-1,-1.323248291E0,3.349135437E0,8.634195099E0
1.207608750E-1,-1.554667053E0,3.455115051E0,8.486302643E0
1.408158750E-1,-1.391356659E0,3.555705872E0,8.980874176E0
1.608698750E-1,-1.408870239E0,3.367696838E0,9.274114380E0
1.809248750E-1,-1.160686340E0,3.065026245E0,9.187444611E0
2.009798750E-1,-9.759704590E-1,3.440445557E0,8.448431396E0
2.210348750E-1,-1.543739777E0,3.430117035E0,8.877738647E0
2.410898750E-1,-1.316661987E0,3.160827026E0,9.223220215E0
2.611448750E-1,-9.321116638E-1,2.962788849E0,9.041797485E0
2.811998750E-1,-6.988966370E-1,2.655627594E0,9.189390564E0
3.012548750E-1,-7.041357422E-1,2.461331635E0,9.172026672E0
3.213098750E-1,-9.060658264E-1,2.543660431E0,9.571994934E0
3.413648750E-1,-8.743318176E-1,2.512974243E0,9.055718536E0
3.614198750E-1,-1.062191162E0,2.226619720E0,8.637338562E0
3.814748750E-1,-8.692424011E-1,1.582808533E0,7.924221497E0
4.015298750E-1,-1.273851013E-1,1.271905060E0,7.489375763E0
4.215848750E-1,1.015039215E0,1.660197601E0,8.471333771E0
4.416388750E-1,1.519340515E0,1.057550812E0,1.022912842E1
4.616938750E-1,-4.367916870E-1,-3.005749512E-1,1.164488434E1
4.817488750E-1,8.554710388E-1,4.375401306E-1,1.175355835E1
5.018038750E-1,1.582658844E0,9.918374634E-1,9.577084351E0
5.218588750E-1,7.409591675E-1,1.247954865E0,1.068178711E1
5.419138750E-1,-3.376977539E-1,5.593867493E-1,1.089479416E1
5.619688750E-1,-1.843566284E0,-1.122665405E-1,1.161943726E1
5.820238750E-1,-1.175206146E0,7.755372620E-1,1.049048492E1
6.020788750E-1,-1.806742859E-1,1.181193695E0,9.904303894E0
6.221338750E-1,-1.171314240E0,1.496887207E-4,8.193810883E0
6.421888750E-1,-3.032394104E0,-3.187172241E0,7.580536194E0
6.622438750E-1,-5.526357880E0,-5.192102966E0,6.440656586E0
6.822988750E-1,-4.671784973E0,-5.193001099E0,2.434687042E0
7.023528750E-1,-4.923411713E0,-5.115911407E0,6.516249390E0
7.224078750E-1,-4.278552704E0,-4.932243347E0,4.997058563E0
7.424628750E-1,-6.310577087E0,-6.170318756E0,3.236569519E0
7.625178750E-1,-8.918154602E0,-7.533384247E0,3.970643005E0
7.825728750E-1,-7.535330200E0,-8.111931152E0,1.110390930E0
8.026278750E-1,-1.189246948E1,-8.206983490E0,2.837499390E0
8.226828750E-1,-1.069211563E1,-4.955445099E0,5.059478760E0
8.427378750E-1,-8.473130035E0,-3.601211243E0,4.951403503E0
8.627928750E-1,-9.662706299E0,-2.762205963E0,4.151167603E0
8.828478750E-1,-8.414901123E0,-2.662064209E0,4.489763489E0
9.029028750E-1,-1.225561432E1,-4.245920563E0,3.291954346E0
9.229577917E-1,-1.334355194E1,-6.071673889E0,5.767207031E0
9.430127917E-1,-1.014814682E1,-2.834954681E0,9.332043915E0
9.630667917E-1,-5.288203125E0,-1.922152863E0,9.354646912E0
9.831217917E-1,-4.770130463E0,-6.298901367E0,9.939331055E-2
1.003176792E0,-6.737788696E0,-5.517975311E0,-1.382075958E0
