"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.335749989E-3,-2.736010437E0,4.991370392E0,6.747069397E0
2.638875000E-2,-2.187850342E0,4.851411438E0,6.887028351E0
4.644275003E-2,-2.154769135E0,4.536616058E0,7.172933807E0
6.649574998E-2,-2.282154236E0,4.348457336E0,6.940018158E0
8.654875000E-2,-1.996997223E0,4.399052124E0,6.602320404E0
1.066023333E-1,-1.405876465E0,3.897445221E0,6.733148346E0
1.266553333E-1,-1.284628601E0,3.653751984E0,6.181395721E0
1.467093333E-1,-1.392703857E0,3.233875122E0,6.168522491E0
1.667623333E-1,-1.053958282E0,2.967429199E0,7.241790619E0
1.868153333E-1,-4.590953064E-1,2.246678009E0,7.469766541E0
2.068683333E-1,-8.292755127E-2,1.328487396E0,8.837173004E0
2.269223334E-1,1.222807159E0,8.791218567E-1,8.842412109E0
2.469753333E-1,9.885443115E-1,1.691183167E0,8.372389526E0
2.670283333E-1,7.475454712E-1,1.079555054E0,8.217312012E0
2.870813333E-1,1.470242615E0,1.508862305E-1,8.205187225E0
3.071343334E-1,2.917433167E0,-3.766168213E-1,9.716743927E0
3.271883333E-1,4.744533691E0,-1.130748596E0,1.144564865E1
3.472413333E-1,4.566553802E0,-1.211131439E0,1.295525940E1
3.672943334E-1,1.476080475E0,-1.722318420E0,1.282532959E1
3.873473333E-1,6.643185425E-1,-1.432970123E0,1.037896683E1
4.074013333E-1,1.091380463E0,-6.237528992E-1,1.007899063E1
4.274543333E-1,8.129594421E-1,-4.781057739E-1,1.025203079E1
4.475073334E-1,-8.385562134E-1,-1.140328674E0,9.113199005E0
4.675603333E-1,2.101629639E-1,-2.801574097E0,8.855135651E0
4.876143333E-1,8.801696777E-2,-4.812791748E0,6.912026367E0
5.076673334E-1,-1.459764404E0,-4.534370728E0,8.914711761E0
5.277203333E-1,-2.542313232E0,-4.560117188E0,1.254586075E1
5.477733333E-1,-2.349813538E0,-5.072801056E0,1.301273987E1
5.678263333E-1,-3.480711823E0,-4.099824371E0,8.708740082E0
5.878803333E-1,-4.411476288E0,-4.218078461E0,7.521558838E0
6.079333333E-1,-5.256768494E0,-4.300856323E0,7.517966309E0
6.279863333E-1,-6.202202454E0,-4.139491882E0,8.059390411E0
6.480393333E-1,-6.175408173E0,-4.344266052E0,8.991502075E0
6.680933333E-1,-5.547164612E0,-3.570974121E0,8.189170532E0
6.881463333E-1,-6.484814758E0,-2.843636627E0,7.138954468E0
7.081993333E-1,-7.093598785E0,-2.901566162E0,6.885531464E0
7.282523334E-1,-7.343429260E0,-3.031346283E0,6.000571747E0
7.483063333E-1,-7.205116882E0,-4.602778473E0,6.150859222E0
7.683593333E-1,-7.317084045E0,-5.432503052E0,8.163573761E0
7.884123333E-1,-7.695497131E0,-4.830305328E0,9.044940948E0
8.084653333E-1,-7.394473114E0,-4.683460693E0,9.620643768E0
8.285193333E-1,-6.664590912E0,-4.454886017E0,9.379195862E0
8.485723333E-1,-6.274352417E0,-4.707261200E0,8.564739532E0
8.686253334E-1,-6.848109283E0,-5.655688934E0,7.391928406E0
