"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.039451351E-4,-1.023866581E-1,-2.119573471E-1,-3.425295234E-2
2.053537867E-2,1.093374100E-1,-1.521205170E-1,-6.559527567E-2
4.049344160E-2,1.216332736E-1,-8.559083525E-2,-4.318428806E-2
6.047097137E-2,1.878674345E-3,-3.085887700E-1,-1.201044484E-2
8.049984484E-2,-3.529823655E-2,-4.473395126E-1,-1.232771788E-1
1.002975456E-1,-4.184621299E-2,-4.034541175E-1,-1.500368401E-1
1.201901651E-1,-4.341857584E-2,-3.385821152E-1,-1.082715382E-1
1.399719625E-1,-1.794403358E-1,-3.979460725E-1,-1.252318391E-1
1.599631473E-1,-3.043089077E-1,-8.364502841E-1,-1.220916859E-1
1.799554678E-1,-3.338020797E-1,-1.263579121E0,-1.486712265E-1
1.994437388E-1,-3.783002849E-1,-1.721574939E0,-3.654936959E-2
2.195191470E-1,-3.542019376E-1,-1.862603642E0,1.037253396E-1
2.395363873E-1,-2.054648048E-1,-1.867316849E0,2.434331063E-1
2.593357308E-1,-4.003042044E-2,-1.390010469E0,3.217729040E-1
2.790198653E-1,1.471728160E-1,-1.242238196E0,2.409827790E-1
2.988229961E-1,1.442473268E-1,-1.439483549E0,-1.167765665E-2
3.187308792E-1,-3.742047649E-3,-1.478293046E0,-2.520303773E-1
3.385627776E-1,-2.114005971E-1,-8.172196511E-1,4.797071713E-2
3.585639082E-1,-3.133446156E-1,-4.462335307E-2,6.639550785E-1
3.784480707E-1,-2.073684971E-1,1.161810628E-1,4.584698257E-1
3.983495843E-1,5.411611387E-2,2.419825496E-1,2.276722126E-1
4.181228840E-1,1.523795547E-1,3.508076240E-1,1.704882913E-1
4.383491485E-1,3.568145766E-2,4.489936124E-1,2.186014577E-1
4.582706955E-1,6.968143823E-3,2.770330217E-1,2.400442647E-1
4.782265180E-1,8.047576995E-2,1.158345869E-1,2.530390231E-1
4.981555701E-1,2.722877841E-1,-8.695157843E-3,3.215711810E-1
5.181140951E-1,4.573381245E-1,-1.023277608E-1,4.014291791E-1
5.381706256E-1,4.269252153E-1,-2.084958796E-1,4.599144668E-1
5.580367742E-1,3.240525152E-1,-2.555580596E-1,4.859739167E-1
5.779172624E-1,2.465092831E-1,-1.484108446E-1,4.700743277E-1
5.977789095E-1,2.939759258E-1,-7.855040235E-2,4.305720670E-1
6.177785734E-1,4.040821553E-1,-1.330231302E-2,3.484303792E-1
6.373803975E-1,5.731396983E-1,4.042194107E-2,2.492641463E-1
6.572047522E-1,6.338692765E-1,6.098513400E-4,1.940237828E-1
6.771246173E-1,4.140496438E-1,-1.077496893E-1,2.016840829E-1
6.971457135E-1,1.952110639E-1,-3.747856398E-1,1.655376362E-1
7.167904001E-1,1.230183828E-1,-3.789231513E-1,3.415434301E-2
7.368893274E-1,6.142587615E-2,-7.220727306E-2,3.449770458E-2
7.567272663E-1,1.149878558E-1,3.229114241E-1,3.417377213E-2
7.764083156E-1,1.447606853E-1,3.508107923E-1,5.815635616E-2
7.960336901E-1,9.404872792E-2,1.131611353E-1,3.201752375E-2
8.157052997E-1,1.122960406E-1,5.728147435E-2,-4.691561040E-3
8.355092299E-1,2.502115769E-1,2.511493589E-1,8.452496015E-3
8.557879948E-1,1.326214397E-1,2.403390300E-1,3.357131863E-2
8.755043377E-1,-8.077076684E-2,2.733174317E-1,-2.192428688E-2
8.954229562E-1,-8.414034630E-2,1.222877379E-1,2.906589975E-2
9.154171092E-1,-7.876198903E-2,-1.477702223E-2,2.884120684E-2
9.356650130E-1,-5.768660477E-2,-4.700913875E-2,2.111230812E-2
9.557752316E-1,-1.685073890E-1,-1.984178328E-2,-5.664921030E-3
9.758988129E-1,-1.819183906E-1,1.353399238E-2,1.675751049E-3
9.958426794E-1,-9.951699957E-2,1.679315089E-3,-1.628057837E-2
1.015552786E0,-2.700939409E-2,-3.002442434E-2,-1.533902422E-2
1.035625071E0,-3.335001312E-2,-4.432519237E-2,2.847925357E-2
1.055162556E0,8.788974778E-3,-4.185676281E-2,3.175736394E-2
1.075330542E0,3.503897046E-2,-8.608908359E-2,5.760768513E-2
1.095179761E0,5.855356632E-2,-1.076474466E-1,6.618627390E-2
1.115045656E0,9.683157958E-2,-1.317570818E-1,7.935617016E-2
1.134805818E0,1.729550522E-1,-7.565740751E-2,5.184303444E-2
1.155021728E0,1.764199590E-1,-5.773934875E-2,8.395112575E-2
1.174863738E0,1.042118182E-1,-6.980046337E-2,1.280291980E-1
1.194913475E0,8.916794910E-2,-1.603462001E-1,1.811097547E-1
1.214903868E0,1.584891031E-1,-3.287843466E-1,2.266182767E-1
1.234795641E0,3.317385255E-1,-5.787679816E-1,2.515876345E-1
1.254661033E0,4.961920453E-1,-5.754966339E-1,2.767048161E-1
1.274165651E0,4.964738048E-1,-4.438192423E-1,3.452730540E-1
1.294047891E0,4.444184407E-1,-3.137506542E-1,3.655876542E-1
1.314232514E0,4.087237563E-1,-2.621123817E-1,2.517610035E-1
1.333965460E0,3.308808066E-1,-2.591598062E-1,1.117942474E-1
1.354094426E0,1.744518533E-1,-2.088193279E-1,7.095193741E-2
1.373896462E0,1.411145474E-1,-1.261441071E-1,1.091875730E-1
1.393606664E0,2.129830493E-1,-1.478185668E-1,1.993292508E-1
