"Time (s)","X (hPa)"
-5.805127083E-1,9.975148773E2
4.259322917E-1,9.975209045E2
1.432333292E0,9.975270081E2
2.438711292E0,9.975370789E2
3.445139292E0,9.975427246E2
3.795452292E0,9.975485229E2
4.868974292E0,9.975493622E2
5.942441292E0,9.975493622E2
7.015993292E0,9.975493622E2
8.089514292E0,9.975466156E2
9.162982292E0,9.975437927E2
1.023646629E1,9.975424957E2
1.130993929E1,9.975424957E2
1.238342429E1,9.975492859E2
1.345696729E1,9.975558472E2
1.453042229E1,9.975620270E2
1.560390529E1,9.975682068E2
1.667741629E1,9.975727081E2
1.775098929E1,9.975737762E2
1.882456229E1,9.975738525E2
1.989810129E1,9.975738525E2
2.097163729E1,9.975733185E2
2.204519229E1,9.975718689E2
2.311868329E1,9.975717163E2
2.419215129E1,9.975717926E2
2.526563929E1,9.975717926E2
2.633915929E1,9.975730133E2
2.741268529E1,9.975778961E2
2.848621329E1,9.975812531E2
2.955971029E1,9.975877380E2
3.063325329E1,9.975939941E2
3.170674629E1,9.976026154E2
3.278025229E1,9.976071167E2
3.385378129E1,9.976096344E2
3.492734229E1,9.976096344E2
3.600090429E1,9.976094818E2
3.707442729E1,9.976027679E2
3.814799629E1,9.975910187E2
3.922155529E1,9.975829315E2
4.029511429E1,9.975756073E2
4.136868129E1,9.975693512E2
4.244219629E1,9.975654602E2
4.351570629E1,9.975629425E2
4.458918229E1,9.975629425E2
4.566264029E1,9.975659943E2
4.673612929E1,9.975679779E2
4.780960129E1,9.975700378E2
4.888316529E1,9.975749969E2
4.995671529E1,9.975778198E2
5.103026029E1,9.975778198E2
5.210379729E1,9.975762177E2
5.317733229E1,9.975760651E2
5.425082829E1,9.975762177E2
5.532434929E1,9.975802612E2
5.639794529E1,9.975817108E2
5.747145029E1,9.975823975E2
5.854500029E1,9.975855255E2
5.961855729E1,9.975875854E2
6.069209229E1,9.975875854E2
6.176560229E1,9.975875854E2
6.283916329E1,9.975870514E2
6.391272429E1,9.975868988E2
6.498626529E1,9.975859833E2
6.605981729E1,9.975804138E2
6.713338129E1,9.975781250E2
6.820694729E1,9.975743103E2
6.928047729E1,9.975708771E2
7.035398229E1,9.975676727E2
7.142752429E1,9.975674438E2
7.250109729E1,9.975662231E2
7.357464029E1,9.975635529E2
7.464817829E1,9.975635529E2
7.572171229E1,9.975635529E2
7.679520029E1,9.975654602E2
7.786873129E1,9.975677490E2
7.894231429E1,9.975694275E2
8.001594429E1,9.975694275E2
8.108952929E1,9.975733185E2
8.216309029E1,9.975746918E2
8.323665429E1,9.975754547E2
8.431023129E1,9.975759888E2
8.538381929E1,9.975766754E2
8.645744629E1,9.975766754E2
8.753101329E1,9.975738525E2
8.860456029E1,9.975714111E2
8.967803029E1,9.975665283E2
9.075157529E1,9.975617218E2
9.182516029E1,9.975596619E2
9.289868429E1,9.975561523E2
9.397224329E1,9.975545502E2
9.504581829E1,9.975534058E2
9.611941929E1,9.975534058E2
9.719301029E1,9.975553131E2
9.826661629E1,9.975559998E2
9.934023729E1,9.975575256E2
1.004137963E2,9.975602722E2
1.014874113E2,9.975610352E2
1.025609573E2,9.975624084E2
1.036344833E2,9.975633240E2
1.047079973E2,9.975645447E2
1.057815383E2,9.975666046E2
1.068550443E2,9.975700378E2
1.079285353E2,9.975747681E2
1.090020153E2,9.975775909E2
1.100754723E2,9.975828552E2
1.111489493E2,9.975861359E2
1.122224453E2,9.975903320E2
1.132959263E2,9.975907135E2
1.143694363E2,9.975933075E2
1.154429823E2,9.975973511E2
1.165165273E2,9.976017761E2
1.175900533E2,9.976017761E2
1.186635793E2,9.976017761E2
1.197370713E2,9.975991058E2
1.208106023E2,9.975926208E2
1.218841223E2,9.975851440E2
1.229576363E2,9.975823212E2
1.240311343E2,9.975823212E2
1.251046043E2,9.975832367E2
1.261781243E2,9.975878143E2
1.272516623E2,9.975901031E2
1.283251273E2,9.975901031E2
1.293986003E2,9.975897980E2
1.304720813E2,9.975893402E2
1.315455563E2,9.975893402E2
1.326190763E2,9.975919342E2
1.336926233E2,9.975934601E2
1.347661523E2,9.975934601E2
