"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.127291671E-3,2.327833176E1,-3.173799896E1,-2.450427246E1
2.418129169E-2,2.312546539E1,-3.148585892E1,-2.457312012E1
4.423529172E-2,2.289158630E1,-3.099566269E1,-2.516027832E1
6.428829167E-2,2.266532135E1,-3.065342903E1,-2.547271729E1
8.434229170E-2,2.240393829E1,-3.050523376E1,-2.617913818E1
1.043962917E-1,2.222103500E1,-3.018630028E1,-2.584344482E1
1.244502917E-1,2.220140839E1,-3.005250549E1,-2.695703125E1
1.445042917E-1,2.195905685E1,-2.961964035E1,-2.695715332E1
1.645582917E-1,2.170574570E1,-2.955181503E1,-2.678558350E1
1.846112917E-1,2.152555656E1,-2.928829575E1,-2.765124512E1
2.046652917E-1,2.133668137E1,-2.892423058E1,-2.792712402E1
2.247192917E-1,2.130496979E1,-2.864620781E1,-2.889782715E1
2.447732917E-1,2.113459206E1,-2.859186935E1,-2.907995605E1
2.648262917E-1,2.087685013E1,-2.841913605E1,-2.924444580E1
2.848802917E-1,2.055935287E1,-2.814889526E1,-2.935791016E1
3.049342917E-1,2.021232224E1,-2.787546730E1,-2.970715332E1
3.249882917E-1,1.983424377E1,-2.748330688E1,-3.029711914E1
3.450422917E-1,1.850088120E1,-2.602171135E1,-3.252709961E1
3.650952917E-1,1.767528534E1,-2.456478500E1,-3.444281006E1
3.851492917E-1,1.700388527E1,-2.308199883E1,-3.601342773E1
4.052032917E-1,1.622372437E1,-2.144376755E1,-3.676751709E1
4.252572917E-1,1.326639080E1,-1.938195801E1,-3.912011719E1
4.453112917E-1,9.308908463E0,-1.719915199E1,-4.132012939E1
4.653642917E-1,5.456397533E0,-1.482243156E1,-4.323406982E1
4.854182917E-1,3.906725407E0,-1.328374100E1,-4.380889893E1
5.054722917E-1,3.531100273E0,-1.330059052E1,-4.366546631E1
5.255262917E-1,3.401521683E0,-1.372735214E1,-4.331323242E1
5.455802917E-1,3.025954247E0,-1.629982376E1,-4.224615479E1
5.656332917E-1,2.525241852E0,-1.797089767E1,-4.119073486E1
5.856872917E-1,1.750852585E0,-1.919974136E1,-4.039636230E1
6.057412917E-1,1.577322006E0,-1.978696442E1,-4.024035645E1
6.257960417E-1,1.107497215E0,-2.079660606E1,-3.970184326E1
6.458500417E-1,-9.482908249E-1,-2.165540314E1,-3.843249512E1
6.659030417E-1,-2.210474014E0,-2.216112328E1,-3.800396729E1
6.859570417E-1,-3.491808891E0,-2.245123100E1,-3.770751953E1
7.060110417E-1,-4.272102356E0,-2.266440964E1,-3.789215088E1
7.260650417E-1,-6.209133148E0,-2.283039856E1,-3.702416992E1
7.461190417E-1,-8.248073578E0,-2.272369766E1,-3.651190186E1
7.661720417E-1,-1.093502235E1,-2.263627434E1,-3.602978516E1
7.862260417E-1,-1.410484886E1,-2.265059471E1,-3.405987549E1
8.062800417E-1,-1.743611145E1,-2.215616417E1,-3.189758301E1
8.263340417E-1,-2.059061050E1,-2.089480972E1,-3.111083984E1
8.463880417E-1,-2.326042938E1,-1.971228790E1,-2.964111328E1
8.664410417E-1,-2.594660187E1,-1.876054955E1,-2.787207031E1
8.864950417E-1,-2.880740738E1,-1.805279922E1,-2.571990967E1
9.065490417E-1,-3.186100197E1,-1.735692978E1,-2.277703857E1
9.266030417E-1,-3.472996140E1,-1.653527832E1,-1.971832275E1
9.466570417E-1,-3.751914978E1,-1.535968971E1,-1.721264648E1
9.667100417E-1,-3.979748917E1,-1.310346222E1,-1.499359131E1
9.867640417E-1,-4.138568878E1,-1.013397598E1,-1.480932617E1
1.006818042E0,-4.254623413E1,-7.417449951E0,-1.466833496E1
1.026872042E0,-4.293685532E1,-5.181941986E0,-1.482647705E1
1.046926042E0,-4.369871902E1,-2.982025146E0,-1.427203369E1
1.066979042E0,-4.449874878E1,-8.632087708E-1,-1.310986328E1
1.087033042E0,-4.528578568E1,1.284301758E0,-1.146325684E1
