"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.380291666E-3,-3.807033234E0,4.708159332E0,5.614823914E0
2.543329168E-2,-4.045487366E0,5.506598969E0,7.550149384E0
4.548729170E-2,-3.753294983E0,4.825215912E0,8.466992798E0
6.554129167E-2,-3.587439880E0,4.815785522E0,7.994275818E0
8.559529169E-2,-2.664608917E0,5.211712189E0,7.874674530E0
1.056492917E-1,-2.380649414E0,5.096751251E0,8.235723724E0
1.257022917E-1,-2.632874908E0,4.896617432E0,7.955207062E0
1.457562917E-1,-2.879412231E0,4.723427582E0,7.865693207E0
1.658102917E-1,-2.704426117E0,4.853207703E0,7.608078918E0
1.858642917E-1,-2.869233398E0,4.579277344E0,8.237070923E0
2.059182917E-1,-2.851270752E0,4.127516785E0,8.839717712E0
2.259712917E-1,-2.820285187E0,4.303850098E0,8.872349854E0
2.460252917E-1,-2.439177704E0,4.287833405E0,8.040230255E0
2.660792917E-1,-2.567161560E0,4.592599640E0,7.439828796E0
2.861332917E-1,-1.912872162E0,4.658762054E0,6.279591522E0
3.061872917E-1,-2.122136993E0,4.531376953E0,5.181026001E0
3.262402917E-1,-2.239193573E0,4.302502899E0,5.760920105E0
3.462942917E-1,-2.044598236E0,2.957549744E0,6.537654877E0
3.663482917E-1,-1.686393127E0,5.496869202E0,8.319250031E0
3.864022917E-1,-4.701722717E-1,4.385430450E0,9.568103027E0
4.064562917E-1,1.363664246E-1,9.132508850E-1,9.287586365E0
4.265092917E-1,5.239105225E-2,-3.058439941E0,8.540789337E0
4.465632917E-1,1.541793823E-1,-1.879341888E0,9.797875214E0
4.666172917E-1,2.627186737E0,2.033521271E0,1.310988785E1
4.866712917E-1,3.777095490E0,4.132157135E0,1.488519608E1
5.067252917E-1,3.401825867E0,2.623444519E0,1.213900681E1
5.267782917E-1,3.790866852E0,-1.182391205E0,8.026458893E0
5.468322917E-1,1.527723083E0,-1.275048523E0,6.614445190E0
5.668862917E-1,1.505569153E0,1.864073639E0,6.518045654E0
5.869402917E-1,3.634442139E0,2.108814697E0,8.166717224E0
6.069942917E-1,4.585713959E0,1.676064606E0,6.712341614E0
6.270480417E-1,4.602778473E0,1.679208069E0,5.618566132E0
6.471020417E-1,5.684429169E0,1.562151489E0,6.180946655E0
6.671560417E-1,4.718787231E0,-7.963439941E-2,6.850653992E0
6.872100417E-1,4.857698364E0,9.773176575E-1,5.881120148E0
7.072630417E-1,5.687872009E0,8.491841125E-1,3.251837769E0
7.273170417E-1,6.330785065E0,1.201701050E0,5.186863861E0
7.473710417E-1,3.358416138E0,-1.776954803E0,6.208339691E0
7.674250417E-1,3.652404785E0,-2.308349762E0,4.806355133E0
7.874790417E-1,5.788911896E0,-1.649420013E0,4.591701508E0
8.075330417E-1,7.551496582E0,-1.346000977E0,4.517306213E0
8.275860417E-1,7.114854584E0,-1.565145264E0,5.741011505E0
8.476400417E-1,8.118517456E0,-2.839145966E0,7.947423248E0
8.676940417E-1,8.581354980E0,-2.431992645E0,9.332343292E0
8.877480417E-1,8.786727905E0,-2.600542145E0,8.242908783E0
9.078010417E-1,9.538464661E0,-1.710493011E0,7.162605286E0
9.278550417E-1,1.114866623E1,-1.332079926E0,5.713169403E0
9.479090417E-1,1.150253036E1,-1.081201630E0,2.871927795E0
9.679630417E-1,1.281904266E1,-5.316943359E-1,1.539997559E0
9.880170417E-1,1.388183258E1,4.909790039E-1,4.277355194E0
1.008070042E0,1.205188797E1,-8.225395203E-1,6.072572021E0
1.028124042E0,9.941726074E0,-3.020119629E0,4.224066010E0
1.048178042E0,1.077175003E1,-3.254981232E0,1.131197662E0
1.068232042E0,1.296603699E1,-2.131567383E0,-8.277786255E-2
1.088286042E0,1.560759384E1,-8.105644226E-1,1.844913483E0
