"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.027853291663632262,34.524593353271484,-14.734848022460938,-20.458236694335938
0.04790829166449839,34.05803298950195,-14.558792114257812,-21.13835906982422
0.06796229166502599,33.63288116455078,-14.473316192626953,-21.966957092285156
0.08801729166589212,32.94565200805664,-14.535520553588867,-22.83855438232422
0.10807229166675825,32.43004608154297,-14.617412567138672,-23.832366943359375
0.12812629166728584,31.49843978881836,-15.027854919433594,-25.037933349609375
0.14818129166815197,30.39410400390625,-15.082160949707031,-26.190750122070312
0.16823629166174214,29.4774227142334,-15.037303924560547,-27.278060913085938
0.18829029166226974,28.692142486572266,-14.690839767456055,-28.234031677246094
0.20834529166313587,27.789886474609375,-14.443733215332031,-29.043304443359375
0.228400291664002,27.221628189086914,-13.80500602722168,-30.1595458984375
0.2484542916645296,26.401588439941406,-13.218814849853516,-31.037002563476562
0.2685092916653957,25.939579010009766,-12.55118179321289,-31.59296417236328
0.28856429166626185,25.06314468383789,-11.49346923828125,-32.389739990234375
0.30861829166678945,24.07854461669922,-10.279367446899414,-33.41654968261719
0.3286732916676556,23.52765655517578,-9.400167465209961,-34.197845458984375
0.34872829166124575,22.962839126586914,-7.349210739135742,-35.026405334472656
0.36878229166177334,22.207775115966797,-5.2991485595703125,-35.657814025878906
0.3888372916626395,21.158327102661133,-3.3939437866210938,-36.365997314453125
0.40889129166316707,20.63273811340332,-1.450347900390625,-36.384742736816406
0.4289465833280701,20.441932678222656,-0.02915191650390625,-36.208045959472656
0.44900158332893625,20.460752487182617,0.3367500305175781,-36.38597106933594
0.46905558332946384,19.29551124572754,-0.5982837677001953,-36.96210479736328
0.48911058333033,16.90413475036621,-1.7786006927490234,-37.98468017578125
0.5091655833311961,15.076433181762695,-2.6411590576171875,-39.061012268066406
0.5292195833317237,10.56942081451416,-4.36207389831543,-40.33671569824219
0.5492745833325898,5.120345115661621,-7.668020248413086,-41.31028747558594
0.569329583333456,-1.3043928146362305,-10.787002563476562,-40.98133850097656
0.5893835833339836,-7.400612831115723,-13.63239860534668,-39.47406768798828
0.6094385833348497,-13.130905151367188,-16.054428100585938,-37.120025634765625
0.6294925833281013,-17.713218688964844,-18.437068939208984,-34.22515106201172
0.6495475833289674,-21.41436004638672,-20.593814849853516,-30.701416015625
0.6696025833298336,-23.59482192993164,-22.14603042602539,-27.350875854492188
0.6896565833303612,-25.433073043823242,-23.03009033203125,-25.31641387939453
0.7097115833312273,-26.293964385986328,-22.661270141601562,-24.989288330078125
0.7297655833317549,-26.238170623779297,-21.589431762695312,-25.797744750976562
0.749820583332621,-26.112871170043945,-20.937381744384766,-26.27874755859375
0.7698755833334872,-25.857481002807617,-19.59328269958496,-27.78516387939453
0.7899295833340148,-26.071346282958984,-17.97886848449707,-28.911277770996094
0.8099845833348809,-26.078510284423828,-16.576698303222656,-29.030120849609375
0.830039583328471,-26.554574966430664,-16.090435028076172,-29.152244567871094
0.8500935833289986,-27.236921310424805,-15.765953063964844,-28.40924835205078
0.8701485833298648,-28.20183563232422,-15.899698257446289,-27.218727111816406
0.8902025833303924,-29.146846771240234,-15.96316146850586,-26.125396728515625
0.9102575833312585,-30.434831619262695,-15.918291091918945,-24.474380493164062
0.9303125833321246,-31.96865463256836,-15.261445999145508,-22.57135009765625
0.9503665833326522,-33.32170867919922,-14.185314178466797,-21.04296112060547
0.9704215833335184,-33.434417724609375,-14.041696548461914,-21.425270080566406
0.990475583334046,-32.6611328125,-13.85626220703125,-22.702980041503906
1.010530583334912,-31.664262771606445,-14.09262466430664,-23.64349365234375
