"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.027853291663632262,-0.3650788366794586,-0.9955509305000305,0.0946967750787735
0.04790829166449839,-0.4989241361618042,-1.0590198040008545,0.14654408395290375
0.06796229166502599,-0.3748370110988617,-1.2139943838119507,0.28037160634994507
0.08801729166589212,-0.20097419619560242,-1.2689285278320312,0.38115471601486206
0.10807229166675825,-0.12807367742061615,-1.420343041419983,0.42454737424850464
0.12812629166728584,-0.19372698664665222,-1.6379280090332031,0.3571053445339203
0.14818129166815197,-0.2303418219089508,-1.768011212348938,0.16726474463939667
0.16823629166174214,-0.3081163167953491,-1.6528995037078857,0.12548737227916718
0.18829029166226974,-0.38244059681892395,-1.5812212228775024,0.06625600904226303
0.20834529166313587,-0.6521292924880981,-1.1677329540252686,-0.019641993567347527
0.228400291664002,-0.9130827188491821,-0.8937308192253113,-0.007061854004859924
0.2484542916645296,-1.1199032068252563,-0.8718726634979248,0.02074390836060047
0.2685092916653957,-1.3256200551986694,-1.0606677532196045,0.0944531112909317
0.28856429166626185,-1.725609540939331,-1.3310127258300781,0.033287107944488525
0.30861829166678945,-2.145127534866333,-1.5740355253219604,-0.2558419704437256
0.3286732916676556,-2.5323290824890137,-0.9545451998710632,-0.5767508745193481
0.34872829166124575,-2.679692268371582,-1.1230064630508423,-0.21424534916877747
0.36878229166177334,-2.8152875900268555,-1.2478748559951782,0.6408877968788147
0.3888372916626395,-2.827726364135742,-0.5685399770736694,0.38981446623802185
0.40889129166316707,-1.934838056564331,-0.09350556880235672,-0.20573066174983978
0.4289465833280701,-0.04609975963830948,0.4079422950744629,-0.87445068359375
0.44900158332893625,1.8578773736953735,-1.8090665340423584,-1.406580924987793
0.46905558332946384,2.7381820678710938,-3.663654088973999,-1.3882639408111572
0.48911058333033,1.6269512176513672,-2.397609233856201,-1.5008584260940552
0.5091655833311961,1.8681976795196533,-4.955455780029297,-0.008900415152311325
0.5292195833317237,4.149997711181641,-6.9755539894104,0.2821897268295288
0.5492745833325898,3.9149773120880127,-7.410913467407227,0.06084122881293297
0.569329583333456,3.473975419998169,-7.726385116577148,1.069885015487671
0.5893835833339836,3.8195009231567383,-6.620864391326904,2.3431570529937744
0.6094385833348497,4.105099678039551,-5.820572853088379,2.24050235748291
0.6294925833281013,4.090845108032227,-4.989521026611328,1.5883644819259644
0.6495475833289674,4.182969093322754,-3.612396001815796,1.535348892211914
0.6696025833298336,3.7693517208099365,-1.880493402481079,1.9206651449203491
0.6896565833303612,2.170488119125366,-0.2900095283985138,2.2413156032562256
0.7097115833312273,0.37543901801109314,1.1112558841705322,1.9999507665634155
0.7297655833317549,-0.904687762260437,1.7636771202087402,1.491298794746399
0.749820583332621,-1.4014394283294678,1.3962712287902832,1.559923529624939
0.7698755833334872,-1.198049783706665,0.8584374785423279,1.4611202478408813
0.7899295833340148,-0.8717716336250305,0.13009345531463623,1.131470799446106
0.8099845833348809,-0.45290109515190125,-0.6822187304496765,0.5766837000846863
0.830039583328471,0.07498301565647125,-1.169340968132019,0.3228249251842499
0.8500935833289986,0.5092361569404602,-1.6300888061523438,0.30450183153152466
0.8701485833298648,0.851051390171051,-1.8371573686599731,0.5628194808959961
0.8902025833303924,0.42766261100769043,-2.37937068939209,0.33577582240104675
0.9102575833312585,-1.3816572427749634,-3.347332000732422,-0.14659608900547028
0.9303125833321246,-1.4711509943008423,-3.3426835536956787,0.9621523022651672
0.9503665833326522,-0.25819602608680725,0.01795615255832672,0.5655243396759033
0.9704215833335184,-0.49397870898246765,1.8162987232208252,-0.550098717212677
0.990475583334046,-0.17329490184783936,1.8956454992294312,-0.3435414135456085
1.010530583334912,0.8789690136909485,1.161085844039917,-0.3387506306171417
1.0305855833285023,2.5873165130615234,0.1759626269340515,-0.4750800132751465
1.0506395833290298,4.1023759841918945,-0.5218647718429565,-0.9394368529319763
1.070694583329896,4.729248523712158,-0.9284752607345581,-1.4375282526016235
1.0907485833304236,4.46000337600708,-1.0511620044708252,-1.821634292602539
1.1108035833312897,3.593045711517334,-1.0486019849777222,-1.881341576576233
1.1308585833321558,2.719709873199463,-0.6921702027320862,-2.2317235469818115
1.1509125833326834,1.7437628507614136,-0.28296729922294617,-3.0995068550109863
1.1709675833335496,0.21700455248355865,-0.9967923760414124,-2.8471860885620117
1.1910215833340771,-0.6441265940666199,-1.260205626487732,-2.442744731903076
1.2110765833349433,-1.4378068447113037,-1.2575987577438354,-1.6139835119247437
1.2311315833285335,-1.9454432725906372,-0.6510436534881592,-0.7721965312957764
1.251185583329061,-2.85117506980896,1.0855774879455566,-0.02919064462184906
1.2712405833299272,-2.8127315044403076,1.1821399927139282,0.44441965222358704
1.2912945833304548,-2.142298460006714,0.8102903962135315,0.6841378211975098
1.311349583331321,-1.484806776046753,0.20551685988903046,0.39792773127555847
1.331404583332187,-0.8999115824699402,-0.4868776798248291,-0.36103886365890503
1.3514585833327146,-0.2387513965368271,-1.1125247478485107,-0.7802817225456238
1.3715135833335808,0.5676335692405701,-1.2443623542785645,-0.2878933250904083
1.3915675833341083,1.5013916492462158,-1.5971792936325073,1.629728078842163
1.4116225833349745,2.319941997528076,-2.0490617752075195,3.261296033859253
1.431677041662624,2.5356106758117676,-1.749304175376892,4.079565048217773
1.4517310416631517,1.939857840538025,-1.192018747329712,4.725114822387695
1.4717860416640178,1.3423891067504883,-0.5725359916687012,4.205051422119141
1.4918400416645454,0.2874189019203186,0.03843449801206589,3.1525232791900635
1.5118950416654116,-0.08143842220306396,0.9804285764694214,2.2294070720672607
1.5319490416659391,0.21159596741199493,1.584800362586975,1.6031843423843384
1.5520040416668053,0.9955226182937622,1.686928391456604,1.1314173936843872
1.5720590416676714,2.5046608448028564,0.6549327373504639,0.35525476932525635
1.592113041668199,3.5066845417022705,-0.7972128391265869,-0.6546025276184082
1.6121680416617892,3.3947970867156982,-1.2085126638412476,-1.1319257020950317
1.6322220416623168,3.0152859687805176,-0.6576002836227417,-1.2276420593261719
1.652277041663183,2.511054515838623,-0.036561306565999985,-1.3906439542770386
1.6723310416637105,1.7351264953613281,0.6070684194564819,-1.5170618295669556
1.6923860416645766,0.9379812479019165,1.231770396232605,-1.606164813041687
1.7124410416654428,0.27602502703666687,1.6158459186553955,-1.7461613416671753
1.7324950416659703,-0.1588284969329834,1.706592082977295,-1.6616475582122803
1.7525500416668365,-0.5020368695259094,1.7965517044067383,-1.3618431091308594
1.772604041667364,-0.6144296526908875,1.4400579929351807,-1.2024937868118286
1.7926590416682302,-0.4131057858467102,0.7450101375579834,-1.0837459564208984
1.8127140416618204,-0.16855989396572113,-0.3710823059082031,-1.0446408987045288
1.832768041662348,-0.5097618699073792,-1.1324275732040405,-1.1555719375610352
1.852823041663214,-1.5638445615768433,-0.7037737369537354,-0.406700998544693
1.8728770416637417,-2.1394882202148438,-0.6138753890991211,1.4054827690124512
1.8929320416646078,-2.1594412326812744,-2.012080192565918,2.5546491146087646
1.9129860416651354,-2.0859436988830566,-3.1747262477874756,2.069756031036377
1.9330410416660015,-2.6154229640960693,-2.110661029815674,1.6190792322158813
1.9530950416665291,-2.779186964035034,0.3000573217868805,1.2088950872421265
1.9731500416673953,-2.064051389694214,1.8364213705062866,0.8853911757469177
1.9932050416682614,-0.9600602984428406,2.084665060043335,0.87549889087677
2.013259041661513,0.15144219994544983,1.3937411308288574,0.9892446398735046
2.033314041662379,1.070526361465454,0.39467117190361023,0.7373241782188416
2.0533680416629068,1.7554593086242676,-0.38438689708709717,0.15656353533267975
2.073423041663773,2.1731388568878174,-0.8307814002037048,-0.5418260097503662
2.0934770416643005,2.2521228790283203,-0.9637882709503174,-1.1171324253082275
2.1135320416651666,1.885832667350769,-1.0046617984771729,-1.4865626096725464
2.1335870416660327,1.325408697128296,-0.8883834481239319,-1.5752283334732056
2.1536410416665603,0.6689900755882263,-0.6772465109825134,-1.3669847249984741
2.1736960416674265,-0.09620312601327896,-0.4669237732887268,-1.1823534965515137
2.193750041667954,-0.7130996584892273,-0.22580347955226898,-1.1192787885665894
2.2138050416615442,-1.047680139541626,-0.018190370872616768,-1.194960355758667
2.233859041662072,-1.1976253986358643,0.06961051374673843,-1.2676066160202026
2.253914041662938,-1.3417173624038696,0.1278843730688095,-1.4016722440719604
2.2739680416634656,-1.5319617986679077,0.17125505208969116,-1.5105702877044678
2.2940230416643317,-1.5913395881652832,0.05297982692718506,-1.5084720849990845
2.314078041665198,-1.2777326107025146,-0.29143303632736206,-1.0129038095474243
2.3341320416657254,-0.5063117742538452,-0.8420725464820862,0.3383031487464905
2.3541870416665915,0.1004125252366066,-1.5185364484786987,2.587087869644165
2.374241041667119,0.4919741749763489,-2.170534133911133,4.2571587562561035
