Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0018678491698039656,2.3419514274957725,1.1537719418227224,2.2168608956667617
0.021375431114883065,1.3013171106579224,-0.8119443777827423,2.8140039327039807
0.04160729528469383,0.4411416336086399,-2.2366814762722225,2.7507465498011867
0.061534726472482974,-0.010162484688564608,-3.1993507952988853,1.8599582456857657
0.08167100641265548,-0.11620793399870671,-3.2389168860306077,0.4197612750812978
0.10146769681159376,-0.5331314593756705,-2.7620532552160695,-1.1766684566883818
0.1215060484534796,-0.9239187696164389,-1.7885503615594354,-2.3659448660535216
0.14146950126654417,-1.2227897145318751,-1.2764084370239202,-3.1329153606521967
0.16162138769001105,-1.9908832716709939,-1.0111418293490426,-2.7796779887601586
0.18128072445651508,-2.310141549199951,-0.7767596897019267,-2.5346620498385115
0.20154509516672087,-2.3066648935278358,-0.39464307674291305,-1.514787806145948
0.22152767226857722,-1.7818711996932795,0.36596508752841717,-0.5758690011512622
0.24130698775472303,-0.6866789661638073,1.3256076957743477,-0.19626656824997282
0.2613631406350765,0.6686655580065598,2.8198196913130618,0.40025402850323166
0.281699079529132,1.7154234438254792,3.793676037590919,0.49491725524854085
0.3019224873590521,2.4955891373633277,3.6578037568706243,0.9816730880577429
0.3221908044336287,2.8015216682684203,3.2276720708182767,1.3995135250102388
0.3422077711165448,2.164080756444042,1.6929829959490852,2.3063807739164486
0.3619459185212786,1.571074333076184,-0.33773752347213626,2.813294708742603
0.38189137518761374,0.5101099054082964,-2.0920489709190453,2.8397565936427593
0.4019037352405637,0.06424904594725903,-2.9785240128523824,2.143678443454691
0.42221879716100097,-0.3467654062084966,-3.320261621968231,0.8714206228181611
0.44197547332428533,-0.5159291319409893,-2.6320189986320184,-0.6942167888085552
0.462305499827226,-0.7434220251098432,-1.998585271201713,-2.106144720018048
0.4826011423716284,-1.1206231312234547,-1.2083565400325142,-2.793716837094342
0.5029958542832991,-1.6002787568413304,-1.05685815188327,-2.9830360331093773
0.5232301739381283,-2.02398764847292,-0.7439379463413346,-2.674449010432661
0.5432214408215402,-2.298762086085679,-0.5321491957949792,-1.7736600204024013
0.5630517816637689,-2.165767797429297,0.004335323748212563,-0.6986927827506153
0.5834717335344247,-0.9284012340011489,1.0473806599956021,-0.11564313927722021
0.6036303144870425,0.2342016053856979,2.4923058400347657,0.2583355384605553
0.6231754820761869,1.4792703482118688,3.6082798572223354,0.3458107756766183
0.6435446825127777,2.2897575858816337,4.040242857082124,0.955877861174042
0.6635554437510198,2.522321592576359,3.411733100004139,1.327500012441479
0.6836601124459769,2.531385241092763,2.0347177119582662,2.0652582428416184
0.704226018509565,1.8113946218137396,0.49526952279205305,2.647943368169303
0.724174453612162,0.949483187496853,-1.5301115360800535,2.720072837342942
0.743593552366857,0.24508208235992227,-2.741499845992406,2.393628398660939
0.7636618230611036,-0.1647753614553465,-3.175173852298442,1.1820090626269848
0.7835051505596108,-0.5034600028726207,-2.8088331659289474,-0.3561398403632054
0.8034230259505583,-0.8360077183419463,-2.1828211251901983,-1.5565889016861605
0.8232059621393203,-1.18265989375555,-1.5421296661438237,-2.8802197373915437
0.8427165035159371,-1.5623680386272731,-1.2073350799531255,-3.2086539475784566
0.8629160920487648,-2.081881172346644,-1.0573924950684854,-2.8521517509393663
0.883369860723935,-2.4412822780607466,-0.7257237957040077,-1.7724549072299816
0.9035162250925964,-2.2388923377392715,-0.3325179392103984,-1.1247360912252753
0.9232714654771641,-1.2547477161278593,0.7160177920526707,-0.2297703473489151
0.9432561048875152,-0.11293148954126905,2.0879003563057257,0.120588096617832
0.964032702542318,1.2018149666331206,3.212572271563963,0.4200623126549786
0.9842389796075459,2.297987692865195,3.9807767231566356,0.6822578601430035
1.0042593888674611,2.766502754640942,3.612964522624096,1.0366613107940361
1.023897757998872,2.6585540716788993,2.5556694210253545,1.8522125688439617
1.043933483999335,1.9447137075260945,0.6785327832798307,2.521374795045934
1.063811200577575,1.2578484559269634,-1.4545174789074826,2.93219658174907
1.084038759471146,0.29672988170336,-2.375091395716292,2.462465770793412
1.1040174799764095,-0.10639770576604911,-3.223578149733938,1.6814913053119482
1.1244045221806782,-0.24362866905724942,-3.098554377356597,0.20035800520813915
1.14482537126553,-0.41535698524931297,-2.552216637645699,-1.2921995049753419
1.1643093452972988,-0.8268256798257907,-1.6181763593894058,-2.59053219415371
1.1844443776848523,-1.1413994426795213,-1.0556064535614351,-3.1343601034040383
1.2048956963659996,-1.9672106721743488,-0.9607083263834743,-2.8005114281024754
1.2252157439681144,-2.212308241296441,-0.7605064439380638,-1.947968158433734
1.2445383042465308,-2.2863296202533605,-0.23512514373943383,-1.1697878536305168
1.2651043748697897,-1.4458331750552398,0.45253372204130693,-0.49776143320397714
1.2846693893166041,-0.421868868367778,1.8803089834689335,0.15854593709100132
1.3041323409167143,0.8769587500047903,3.0771356030004253,0.3679024173236247
1.323622309193324,2.2221873414547724,3.8568249265549337,0.4918285404938454
1.3437907350643428,2.425045611191915,3.735486598327535,0.8342434698397337
1.363503180330967,2.8012891404871136,2.9558532533217665,1.6048081759284933
1.3832693042369182,2.1887413907093394,1.0925697387889337,2.362661629021432
1.403097763990637,1.317620023876613,-0.6512875784097862,2.7866093491377386
1.4234543434258775,0.4941890645251773,-2.4421373634869394,2.680520908304464
