"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.002535916668421123,-4.251758422851562,6.931485900878907,7.070696411132813
0.022582916666578967,-3.7558396911621097,6.410120086669922,7.410789184570313
0.04262991667201277,-3.933520202636719,7.062014465332032,7.895032196044922
0.06267591666983208,-3.5102005004882812,7.300169219970703,8.48839828491211
0.08272291666798992,-3.0927186584472657,6.633904724121094,9.712103576660157
0.10276991666614776,-2.854563903808594,5.559888153076172,10.289303283691407
0.12281591667124303,-3.4617013549804687,4.734354858398437,9.417216796875001
0.14286291666940087,-3.916006622314453,4.011358337402344,8.295000457763672
0.16290991666755872,-3.8480479431152346,3.6745587158203126,7.1066217041015625
0.18295591666537803,-3.750450897216797,3.9654039001464847,6.609954528808594
0.20300291667081183,-3.0241612243652347,3.645070037841797,6.920558624267579
0.22304991666896967,-2.693049774169922,2.9568013000488285,7.181615753173828
0.24309591666678898,-2.2656884765625,1.7893789672851563,7.39626937866211
0.2631429166722228,-1.9796333312988281,1.2362791442871095,8.419840850830079
0.2831889166700421,-1.069376220703125,0.7565267944335938,8.752898254394532
0.30323591666819993,0.05673202514648438,1.0726693725585938,10.211465148925782
0.3232829166663578,-0.3362008666992188,0.7066804504394532,10.664872283935548
0.34332891667145304,-2.8937823486328127,-0.4129911804199219,11.836785278320313
0.3633759166696109,-2.4661216735839844,-1.6640895080566407,9.98917739868164
0.38342291666776873,-1.3633648681640627,-0.8631051635742188,8.106991424560547
0.40346891666558804,-0.03682342529296875,0.9578581237792969,7.114704895019532
0.42351591667102184,-0.5676196289062501,0.41583526611328125,10.970686340332032
0.4435629166691797,-0.082628173828125,0.5373825073242188,11.755354614257813
0.463608916666999,3.886667633056641,8.553812255859375,-14.785503387451172
0.48365591666515684,-1.4051280212402344,-0.04146377563476563,2.1776715087890626
0.5037029166705906,-1.9320323181152346,1.1485615539550782,6.514004058837891
0.52374891666841,-3.3388069152832034,-2.462828521728516,21.81099380493164
0.5437959166665678,-5.23790771484375,1.6829502868652344,9.265582122802735
0.5638429166720016,-0.9599537658691407,2.0698956298828124,8.170010375976563
0.5838889166698209,3.003204803466797,3.8465510559082032,13.957425384521486
0.6039359166679787,4.7045668029785155,2.9785061645507813,14.243929595947266
0.6239829166661366,2.715652770996094,-0.38200561523437504,15.677348785400392
0.6440289166712319,1.9645147705078125,-1.581760711669922,14.344520416259765
0.66407704167068,0.05119354248046875,-0.4914280700683594,11.353590087890625
0.6841240416688379,1.1371852111816407,-0.18082397460937502,10.082882537841797
0.7041700416666572,1.9338285827636719,-0.6313870239257813,12.187955017089845
0.724217041672091,1.3210029602050781,-0.7201524353027344,12.80661849975586
0.7442640416702488,0.6319857788085937,-0.08457412719726563,11.732452239990234
0.7643100416680682,1.0216255187988281,0.9499246215820313,9.223968658447266
0.784357041666226,0.8211923217773438,1.5280224609375002,9.4603271484375
0.8044040416716598,0.051043853759765626,0.4481680297851563,10.14380584716797
0.8244500416694791,-0.7217990112304687,-0.51492919921875,10.459050292968751
0.844497041667637,-1.2034973144531251,0.10523117065429688,10.267748107910156
0.8645440416657948,-0.08217910766601563,0.7942483520507813,8.343050537109375
0.8845900416708901,-0.7879614257812501,2.3035597229003906,6.7879344177246095
0.9046370416690479,-1.0343490600585938,1.8497035217285158,5.930966491699219
0.9246840416672057,-0.8783734130859375,1.8706599426269532,6.874903564453126
0.944730041672301,-0.2824626159667969,2.0731887817382812,7.087012481689453
0.9647770416704589,0.39233413696289066,2.5370741271972657,7.7124119567871094
0.9848240416686167,0.3896397399902344,2.4963587951660156,7.975415039062501
1.004870041666436,0.996328125,2.2700294494628905,8.90513168334961
1.0249170416718698,1.0475216674804688,2.2466780090332032,9.154812469482422
1.0449640416700277,0.5462141418457032,2.0863613891601562,8.718469848632813
1.065010041667847,0.6563850402832031,2.205663299560547,9.38413558959961
1.0850570416660048,1.0288105773925782,2.0853135681152346,9.850565643310548
1.1051040416714386,1.9365229797363281,2.3635848999023437,11.059451751708984
1.125150041669258,2.319127349853516,2.215542755126953,11.858789520263672
1.1451970416674158,1.756746826171875,1.934876403808594,12.275971984863283
1.1652440416655736,1.3153147888183594,1.832040252685547,12.339290313720705
1.1852910416710074,2.3712190246582034,1.385518798828125,12.615615692138672
1.2053370416688267,0.9940827941894532,1.3620176696777344,11.353290710449219
1.2253840416669846,-0.9268725585937501,0.6792874145507812,9.730365600585937
1.2454310416651424,-1.4043795776367187,-0.7274871826171876,9.177116088867187
1.2654770416702377,-0.09205856323242188,-1.4470408630371094,7.934250640869141
1.2855240416683955,1.1608360290527344,-1.5356565856933595,6.762038269042969
1.3055710416665534,1.743424530029297,-1.8958076477050783,5.752088470458984
1.3256170416716486,2.4373814392089845,-2.033221893310547,5.3422407531738285
1.3456640416698065,4.392166442871094,-1.5247293090820313,5.507048034667969
1.3657110416679643,7.579638061523438,0.2508782958984375,6.316265258789063
1.3857570416657836,8.954978027343751,1.1385324096679688,8.059091033935548
1.4058040416712174,7.881560211181641,1.0636880493164063,9.743987274169923
1.4258510416693753,5.306764526367187,-0.5489085388183594,10.724298706054688
1.4458970416671946,3.4524206542968754,-1.1023077392578124,10.709928588867188
1.4659440416653524,2.2938299560546875,-0.7050338745117188,9.608968048095704
1.4859910416707862,3.7881724548339846,0.28575576782226564,9.710756378173828
1.506038041668944,4.654421081542969,0.3155438232421875,8.183482360839845
1.5260840416667634,4.592599639892579,0.7232958984375001,7.546107788085938
1.5461310416721972,4.634961547851563,0.7051835632324219,7.669750671386719
1.566178041670355,5.0129255676269535,0.877624969482422,7.056625671386719
1.5862240416681743,5.224585418701172,1.1105406188964844,6.964567108154297
1.6062710416663322,3.844904479980469,0.3752696228027344,6.647676086425782
1.626318041671766,1.9341279602050783,-1.6429833984375002,5.70059555053711
1.6463640416695853,1.8142272949218752,-3.876039733886719,5.285658416748047
1.666409958335862,2.008074188232422,-5.867199096679688,4.919669494628907
1.6864569583340199,3.6851866149902346,-8.212521972656251,4.284989318847656
1.7065039583321777,5.671256561279297,-10.736573181152345,3.241060180664063
1.726549958337273,7.582482147216798,-12.918136596679688,2.270328826904297
1.7465969583354308,10.296039276123047,-13.34834197998047,1.4163546752929688
1.7666439583335887,13.604010314941407,-12.35874984741211,-1.1969110107421876
1.786689958338684,15.075899505615235,-11.33847152709961,-3.8023928833007816
1.8067369583368418,16.45123947143555,-11.233240356445313,-5.025499420166016
1.8267839583349996,18.208135986328127,-8.584648132324219,-5.020859069824219
1.846829958332819,19.50069808959961,-5.009931793212891,-6.628216552734376
1.8668769583382527,19.69319778442383,-2.790048065185547,-8.73358840942383
1.8869239583364106,16.863182830810548,-4.266427917480469,-10.314900054931641
1.9069709583345684,14.19138885498047,-5.3386482238769535,-10.377769317626953
1.9270169583323877,11.954290924072266,-5.167554016113281,-8.564739532470703
1.9470639583378215,12.507989501953126,-2.630928955078125,-6.386169891357422
1.9671109583359794,13.810730438232422,0.9205856323242188,-6.703959045410157
1.9871569583337987,12.627141723632812,2.2303619384765625,-7.657476196289063
2.0072039583319565,7.701484680175781,1.4858102416992187,-7.060816955566406
2.0272509583373903,2.9925769042968753,0.19055374145507814,-6.2050465393066405
2.047297958335548,5.85582275390625,2.4492068481445313,-5.215155029296875
2.0673439583333675,6.953789520263673,3.4741255187988282,-4.4017465209960935
2.0873909583388013,2.445165252685547,0.6568341064453125,-4.464765472412109
2.107437958336959,-2.3275099182128907,-1.22625,-4.848417663574219
2.1274839583347784,0.718505859375,-1.8770965576171876,-2.7225384521484375
2.1475309583329363,5.342091064453125,0.11121871948242187,-3.656296691894531
2.16757795833837,5.44387939453125,-4.434977416992187,0.1502874755859375
2.187624958336528,6.591093750000001,-7.063810729980469,0.18830841064453127
2.2076709583343472,7.719896392822266,-6.586902465820313,-3.472478942871094
2.227717958332505,11.390563201904298,-5.6362294006347655,-8.126151580810546
2.247764958337939,12.41862533569336,-2.149679718017578,-19.507583770751953
2.267810958335758,13.98017807006836,-7.176676025390625,-7.849676513671875
2.287857958333916,13.026511230468751,-6.153852996826172,-3.680845642089844
