"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.509833372E-3,-4.186494141E0,5.997278595E0,4.750521240E0
1.754316664E-2,-3.437601471E0,4.594695282E0,5.438789978E0
3.759716667E-2,-3.262016602E0,4.485123138E0,7.348967743E0
5.765116663E-2,-2.454895020E0,4.825515289E0,7.721692657E0
7.770516665E-2,-1.474583588E0,4.948409729E0,7.976013794E0
9.775916667E-2,-1.006506958E0,4.526137848E0,8.265960846E0
1.178121666E-1,-6.177653503E-1,4.167783051E0,7.544311523E0
1.378661667E-1,-1.696721649E0,3.971391449E0,6.718927917E0
1.579201667E-1,-1.354982300E0,3.075504456E0,8.295299835E0
1.779741666E-1,-2.237846375E-1,3.119363251E0,7.542066193E0
1.980271667E-1,-3.270698547E-1,2.759661255E0,8.250093842E0
2.180811667E-1,4.781057739E-1,2.295027466E0,8.804391174E0
2.381351666E-1,2.024090881E0,1.899699554E0,1.263956589E1
2.581891667E-1,1.202898560E0,1.856589203E0,1.121078705E1
2.782421667E-1,1.939965820E-1,1.211580505E0,7.974516907E0
2.982961666E-1,-7.773335266E-1,5.352868652E-1,6.575975189E0
3.183501667E-1,-8.366102600E-1,1.181343384E0,7.619904327E0
3.384041666E-1,2.320175171E-1,7.370672607E-1,8.804241486E0
3.584571666E-1,1.392404480E0,5.656736755E-1,8.716972961E0
3.785111667E-1,2.559228058E0,-1.052311707E-1,9.764794006E0
3.985651666E-1,2.897075500E0,-5.405259705E-1,9.166039124E0
4.186191667E-1,1.777703247E0,-1.482217712E0,8.765621796E0
4.386721667E-1,2.842588806E-1,-1.954036560E0,1.034259247E1
4.587261666E-1,3.397933960E-2,-2.581381989E0,1.176658127E1
4.787801667E-1,6.779402161E-1,-2.827170868E0,1.311213318E1
4.988341667E-1,6.718029785E-1,-2.183359680E0,1.193632828E1
5.188881666E-1,2.926414490E-1,-1.524579620E0,1.050545380E1
5.389411667E-1,7.490423584E-1,-1.118623810E0,9.461374969E0
5.589951667E-1,4.417314148E-1,-1.356030121E0,9.033564606E0
5.790491666E-1,-5.622308350E-1,-2.231409760E0,9.879006500E0
5.991031667E-1,-5.875282288E-1,-2.931503906E0,1.124985580E1
6.191561667E-1,6.063890076E-1,-1.732197876E0,1.163680115E1
6.392101666E-1,1.080602875E0,-8.581654358E-1,1.147154480E1
6.592641667E-1,9.315129089E-1,-1.128952332E0,1.087967560E1
6.793174167E-1,4.213737488E-1,-1.403930511E0,1.004755600E1
6.993704166E-1,-4.397854614E-1,-2.255659332E0,1.034543655E1
7.194244167E-1,-1.446741486E0,-2.937790833E0,1.195309341E1
7.394784167E-1,-1.579814758E0,-3.512894897E0,1.275407776E1
7.595324166E-1,-1.033899994E0,-3.041974182E0,1.163814835E1
7.795864167E-1,-1.037492523E0,-1.839225311E0,1.055095917E1
7.996394167E-1,-7.363188171E-1,-1.199455719E0,9.587263184E0
8.196934166E-1,-4.501139832E-1,-1.700014801E0,8.405770111E0
8.397474167E-1,-1.820214844E0,-2.647694092E0,9.182205505E0
8.598014166E-1,-2.254910889E0,-2.843187561E0,9.896669769E0
8.798544166E-1,-2.078577576E0,-2.821183319E0,1.087473587E1
8.999084167E-1,-8.696914673E-1,-2.242337036E0,1.102232895E1
9.199624166E-1,-1.209335175E0,-1.939217377E0,9.585915985E0
9.400164167E-1,-2.283052368E0,-1.990410919E0,7.586374054E0
9.600694167E-1,-1.439855804E0,-2.229463806E0,7.616311798E0
9.801234166E-1,4.767585754E-1,-2.200723572E0,9.789492645E0
1.000177417E0,9.509724426E-1,-2.960543518E0,1.117306549E1
1.020231417E0,-7.839198303E-1,-3.830983429E0,1.084240311E1
1.040285417E0,-2.264041901E0,-4.940326538E0,1.060230240E1
1.060338417E0,-2.540516968E0,-4.224515076E0,1.082264420E1
1.080392417E0,-9.979747009E-1,-3.245700531E0,7.588170319E0
1.100446417E0,-1.645378418E0,-3.280578003E0,5.053042145E0
1.120500417E0,-3.427422638E0,-3.960164795E0,5.319637756E0
1.140554417E0,-3.940106506E0,-3.873495026E0,6.727609863E0
1.160607417E0,-2.346520386E0,-2.931204529E0,7.972570953E0
1.180661417E0,-2.666704559E0,-3.530258789E0,9.026080170E0
1.200715417E0,-3.412004700E0,-4.339775391E0,9.345964966E0
1.220769417E0,-3.964505768E0,-4.217180328E0,9.747729492E0
1.240822417E0,-3.931424561E0,-5.145998840E0,9.556576996E0
1.260876417E0,-4.293371887E0,-6.110742645E0,8.791667633E0
1.280930417E0,-4.144132233E0,-5.923631744E0,8.144563293E0
1.300984417E0,-3.244203644E0,-4.693938904E0,8.866362305E0
1.321038417E0,-1.691781921E0,-3.599265289E0,8.186326447E0
1.341091417E0,-2.392025757E-1,-2.838547211E0,5.454956360E0
1.361145417E0,-1.475481720E0,-4.305945740E0,7.873926086E0
1.381199417E0,-2.542013855E0,-4.321812744E0,1.009560608E1
1.401253417E0,-3.900139618E0,-4.219575348E0,9.885293427E0
1.421307417E0,-4.580175476E0,-4.884941711E0,8.043673096E0
1.441360417E0,-3.773502960E0,-4.299060059E0,8.546477509E0
1.461414417E0,-1.874851227E0,-2.389331360E0,8.560548248E0
1.481468417E0,-1.967807922E0,-2.288141785E0,7.344776459E0
1.501522417E0,-2.741099854E0,-1.983525238E0,7.388635254E0
1.521576417E0,-3.470532990E0,-2.224673767E0,7.871231689E0
1.541629417E0,-2.716101837E0,-2.876717834E0,8.914861450E0
1.561683417E0,-1.323248291E0,-1.442699890E0,8.070766754E0
1.581737417E0,-3.156036987E0,-3.121458893E0,5.493576050E0
1.601791417E0,-5.391638031E0,-4.791236572E0,4.641547852E0
1.621845417E0,-1.405427399E0,-2.066901855E0,4.887336731E0
1.641898417E0,-2.828667755E0,-5.428311768E0,5.753285980E0
