Time (s),X (µT),Y (µT),Z (µT)
0.00449991668574512,-44.437129974365234,1.2381591796875,-52.380615234375
0.02439491666154936,-44.14912796020508,0.5572967529296875,-52.67327880859375
0.04428891668794677,-43.68406295776367,0.3419189453125,-53.07415771484375
0.06418291668524034,-43.39058303833008,1.0399322509765625,-53.351806640625
0.08407791666104458,-43.1179313659668,1.9457855224609375,-53.71466064453125
0.10397191668744199,-42.98099136352539,2.982025146484375,-53.73406982421875
0.12386691666324623,-42.65454864501953,4.2185211181640625,-53.99725341796875
0.1437609166605398,-42.19404602050781,5.6810455322265625,-54.26513671875
0.1636549166869372,-42.402061462402344,7.5882415771484375,-54.05889892578125
0.18354991666274145,-42.552574157714844,9.647598266601562,-53.9039306640625
0.20344391666003503,-42.64246368408203,11.79156494140625,-53.5400390625
0.22333791668643244,-42.14552307128906,12.986282348632812,-53.21148681640625
0.24323291666223668,-39.3452033996582,16.89556884765625,-55.2886962890625
0.2631269166886341,-36.10369110107422,20.689926147460938,-56.83624267578125
0.28302091668592766,-33.532859802246094,23.148361206054688,-56.576416015625
0.3029159166617319,-29.348800659179688,28.938827514648438,-56.1016845703125
0.3228099166881293,-26.96212387084961,36.30998229980469,-52.75372314453125
0.3427039166854229,-25.05588150024414,43.53056335449219,-48.64031982421875
0.3625989166612271,-22.423274993896484,49.76792907714844,-44.5184326171875
0.38249291668762453,-19.640361785888672,54.73066711425781,-39.6116943359375
0.4023869166849181,-16.351497650146484,59.40962219238281,-33.8519287109375
0.42228191666072235,-12.389362335205078,63.183319091796875,-28.2457275390625
0.44217591668711975,-7.0872802734375,65.60704040527344,-24.02337646484375
0.462070916662924,-1.5729446411132812,66.90315246582031,-21.6357421875
0.48196491666021757,4.350818634033203,67.27195739746094,-20.57708740234375
0.501858916686615,10.474172592163086,66.25405883789062,-21.1082763671875
0.5217539166624192,12.021682739257812,65.21162414550781,-21.61590576171875
0.5416479166888166,11.673858642578125,66.31387329101562,-19.17767333984375
0.5615419166861102,11.402643203735352,65.76878356933594,-19.8408203125
0.5814369166619144,12.700111389160156,65.01582336425781,-22.073486328125
0.6013309166883118,15.258220672607422,63.71820068359375,-23.68988037109375
0.621224375005113,17.502899169921875,63.28678894042969,-24.23809814453125
0.641119375010021,19.80242156982422,61.913665771484375,-25.8282470703125
0.6610133750073146,22.707698822021484,59.779266357421875,-28.1761474609375
0.6809073750046082,25.524333953857422,58.36906433105469,-29.03887939453125
0.7008023750095163,27.89592933654785,56.72065734863281,-29.55731201171875
0.7206963750068098,30.138736724853516,55.33638000488281,-30.13922119140625
0.7405903750041034,31.146446228027344,54.38853454589844,-30.157470703125
0.7604853750090115,31.83956527709961,53.65641784667969,-30.8604736328125
0.780379375006305,32.43772888183594,52.58552551269531,-32.4075927734375
0.8002743750112131,32.65547180175781,51.28129577636719,-34.6444091796875
0.8201683750085067,32.30978012084961,50.71363830566406,-35.20831298828125
0.8400623750058003,32.04338455200195,49.99969482421875,-35.959228515625
0.8599573750107083,32.70990753173828,48.589141845703125,-37.2684326171875
0.8798513750080019,32.98801040649414,47.32630920410156,-38.2626953125
0.8997453750052955,32.352535247802734,46.245086669921875,-39.97503662109375
0.9196403750102036,30.499492645263672,45.899871826171875,-41.6961669921875
0.9395343750074971,27.743152618408203,45.89793395996094,-43.88067626953125
0.9594283750047907,21.977188110351562,45.81492614746094,-46.859130859375
0.9793233750096988,11.408578872680664,45.59510803222656,-50.79180908203125
0.9992173750069924,3.0399913787841797,45.0799560546875,-51.00616455078125
1.0191123750119004,0.3422355651855469,45.989105224609375,-50.991455078125
1.039006375009194,-1.4393081665039062,46.47346496582031,-50.50323486328125
1.0589003750064876,-1.9748458862304688,46.03910827636719,-50.8880615234375
1.0787953750113957,-1.9628105163574219,45.3905029296875,-52.60821533203125
1.0986893750086892,-3.963329315185547,45.65296936035156,-52.13818359375
1.1185833750059828,-6.526882171630859,45.69569396972656,-51.3101806640625
1.1384783750108909,-8.104949951171875,45.963897705078125,-50.6026611328125
1.1583723750081845,-11.32033920288086,46.73089599609375,-49.6768798828125
1.178266375005478,-13.992904663085938,47.005279541015625,-47.97882080078125
1.198161375010386,-16.271724700927734,46.77854919433594,-47.10552978515625
1.2180553750076797,-16.881301879882812,46.73846435546875,-46.39971923828125
1.2379503750125878,-16.812889099121094,47.61149597167969,-45.287353515625
1.2578443750098813,-17.43775177001953,49.36286926269531,-42.75390625
1.277738375007175,-18.624759674072266,50.74415588378906,-41.66729736328125
1.297633375012083,-21.644935607910156,51.029052734375,-38.6463623046875
1.3175273750093766,-26.55344009399414,49.96949768066406,-36.64849853515625
1.3374213750066701,-31.864089965820312,47.891326904296875,-34.75665283203125
1.3573163750115782,-37.00092315673828,45.498138427734375,-32.76055908203125
1.3772103750088718,-42.14049530029297,43.24467468261719,-30.10675048828125
1.3971043750061654,-44.48673629760742,42.28300476074219,-28.26190185546875
1.4169993750110734,-50.38831329345703,40.26976013183594,-21.0958251953125
1.436893375008367,-50.95209884643555,39.93385314941406,-19.58673095703125
1.456788375013275,-50.85881805419922,40.15605163574219,-19.50775146484375
1.4766823750105686,-49.4207649230957,40.74403381347656,-21.576171875
1.4965763750078622,-47.941062927246094,41.17219543457031,-23.05780029296875
1.5164713750127703,-48.60166549682617,43.206817626953125,-17.57464599609375
1.5363653750100639,-49.71919631958008,44.602752685546875,-8.95538330078125
1.5562593750073574,-50.06380081176758,44.69886779785156,-3.730224609375
1.5761543750122655,-49.95338439941406,44.36634826660156,-4.07928466796875
1.596048375009559,-50.39089584350586,43.74790954589844,-7.0849609375
1.6159440416668076,-50.614036560058594,42.91656494140625,-10.4061279296875
1.6358380416641012,-50.14080810546875,42.32444763183594,-14.16351318359375
1.6557320416613948,-50.076725006103516,42.64033508300781,-15.88543701171875
1.6756270416663028,-48.418190002441406,42.4984130859375,-17.99237060546875
1.6955210416635964,-47.73813247680664,43.122222900390625,-18.404541015625
1.71541504166089,-48.04661178588867,43.524566650390625,-17.76678466796875
1.735310041665798,-48.4488410949707,43.29316711425781,-17.75634765625
1.7552040416630916,-49.1343994140625,42.20066833496094,-18.8221435546875
1.7750990416679997,-49.72191619873047,40.24104309082031,-21.38323974609375
1.7949930416652933,-49.569305419921875,37.72003173828125,-25.6173095703125
1.8148870416625869,-48.734867095947266,34.28956604003906,-31.11090087890625
1.834782041667495,-48.56478500366211,29.47027587890625,-35.74761962890625
1.8546760416647885,-49.02362060546875,24.28192138671875,-38.118408203125
1.874570041662082,-49.96535873413086,19.597900390625,-38.06103515625
1.8944650416669901,-51.34551239013672,16.85986328125,-36.327880859375
1.9143590416642837,-53.09707260131836,15.882537841796875,-33.16302490234375
1.9342540416691918,-55.18251419067383,16.952194213867188,-28.76629638671875
1.9541480416664854,-56.48936080932617,19.070526123046875,-24.02593994140625
1.974042041663779,-56.847412109375,21.536422729492188,-19.52532958984375
1.993937041668687,-57.156646728515625,23.787567138671875,-15.30426025390625
2.0138310416659806,-56.62144088745117,26.015640258789062,-12.49969482421875
2.033725041663274,-56.71781539916992,27.273025512695312,-11.7332763671875
2.0536200416681822,-56.106109619140625,28.935104370117188,-9.990234375
2.073514041665476,-55.3443489074707,30.487167358398438,-8.7755126953125
2.093409041670384,-54.5981330871582,31.98248291015625,-8.08245849609375
2.1133030416676775,-53.74972915649414,33.79969787597656,-8.2230224609375
2.133197041664971,-52.861778259277344,35.14863586425781,-9.11993408203125
2.153092041669879,-51.679100036621094,36.53941345214844,-10.7542724609375
