Time (s),X (hPa)
-0.5253510416659992,997.4246978759766
0.5076339583320078,997.425537109375
1.5405939583433792,997.425537109375
2.573553958325647,997.4263763427734
3.6065309583209455,997.425537109375
3.7985849583346862,997.4261474609375
4.864900958316866,997.4261474609375
5.931165958318161,997.4272155761719
6.9974629583302885,997.4315643310547
8.06374195832177,997.4356842041016
9.129998958320357,997.4427795410156
10.196275958325714,997.4523162841797
11.262602958333446,997.4620819091797
12.328926958318334,997.4710845947266
13.395273958332837,997.4756622314453
14.461643958318746,997.4765014648438
15.527964958338998,997.4769592285156
16.594308958330657,997.4765014648438
17.660698958323337,997.4769592285156
18.72705495831906,997.4772644042969
19.79345295834355,997.48046875
20.859797958342824,997.4832153320312
21.926141958334483,997.4854278564453
22.99249995831633,997.4861907958984
24.058823958330322,997.4861907958984
25.125131958338898,997.4834442138672
26.191504958318546,997.4794006347656
27.25789795833407,997.4714660644531
28.324202958319802,997.4614715576172
29.39057495832094,997.4514770507812
30.456946958322078,997.4423217773438
31.523275958315935,997.4394989013672
32.589638958335854,997.4394989013672
33.65600895832176,997.4452209472656
34.72236895831884,997.4517059326172
35.788701958343154,997.45849609375
36.8550449583272,997.4634552001953
37.92139795832918,997.4675750732422
38.98780095833354,997.4689483642578
40.05422895832453,997.4689483642578
41.120642958325334,997.4636077880859
42.18703395832563,997.4592590332031
43.25340295833303,997.4544525146484
44.31978695833823,997.4497222900391
45.38614395834156,997.4491119384766
46.452522958337795,997.4491119384766
47.518918958317954,997.4504089355469
48.585273958335165,997.4504089355469
49.65162695833715,997.4507904052734
50.71799595831544,997.4507904052734
51.784339958336204,997.4507904052734
52.85070595832076,997.4507904052734
53.91709695832105,997.4535369873047
54.98348995833658,997.4540710449219
56.04986695831758,997.4576568603516
57.116251958330395,997.4589538574219
58.1826439583383,997.4589538574219
59.24900795833673,997.4570465087891
60.31540295833838,997.4536895751953
61.38183695831685,997.4479675292969
62.44825495831901,997.4429321289062
63.514647958334535,997.4362182617188
64.5810299583245,997.4333190917969
65.6473909583292,997.42919921875
66.71381095831748,997.4281311035156
67.78023895833758,997.4275207519531
68.84665395831689,997.4275207519531
69.91307695832802,997.4282073974609
70.97950795834186,997.4288940429688
72.04593895832659,997.4299621582031
73.11235895831487,997.4317169189453
74.17875895832549,997.4348449707031
75.24516795831732,997.4373626708984
76.3115719583293,997.4404144287109
77.37797795832739,997.4415588378906
78.44442695833277,997.4415588378906
79.51090095832478,997.4403381347656
80.5773379583261,997.4399566650391
81.64379495833418,997.4375152587891
82.71026095832349,997.4369049072266
83.7767419583397,997.4324798583984
84.84321895832545,997.4288177490234
85.90967195833218,997.4263763427734
86.97612795833265,997.4263763427734
88.04260295833228,997.4288940429688
89.10911095832125,997.4343872070312
90.17558395833476,997.4385833740234
91.24204995832406,997.4462127685547
92.30848695832537,997.4504852294922
93.37495795832365,997.4552917480469
94.44146295831888,997.4589538574219
95.5079519583378,997.4605560302734
96.57445295833168,997.4605560302734
97.64093695834163,997.45849609375
98.70743895834312,997.4581909179688
99.77394695833209,997.4561309814453
100.84046595831751,997.4556732177734
101.9070119583339,997.4526977539062
102.97350495832507,997.4523162841797
104.04006495833164,997.4513244628906
105.10658995833364,997.4494934082031
106.17311495833565,997.4477386474609
107.23962595831836,997.4427032470703
108.30613995832391,997.4424743652344
109.37262195831863,997.4423980712891
110.43907995833433,997.4423980712891
111.50554995832499,997.4429321289062
112.57204095833004,997.4446105957031
113.63853195833508,997.4446868896484
114.70501695832354,997.4452209472656
115.77150995834381,997.4479675292969
116.83801595831756,997.4523162841797
117.90449695833377,997.4569702148438
118.97102795832325,997.462158203125
120.03755595831899,997.4661254882812
121.10403595832759,997.4706268310547
122.17051295834244,997.4761962890625
123.23694395832717,997.4785614013672
124.30340295832139,997.4816131591797
125.36990295833675,997.4845123291016
126.4364309583325,997.4868774414062
127.50298895832384,997.4883270263672
128.56949395831907,997.4885559082031
129.63604595832294,997.4885559082031
130.7025529583334,997.4874877929688
131.7690549583349,997.4874877929688
132.83559095833334,997.4890899658203
133.90213095833315,997.491455078125
134.9686159583216,997.4964141845703
136.03513095833478,997.5011444091797
137.10164495834033,997.5047302246094
138.16815695833066,997.5071716308594
139.2346629583335,997.5107574462891
140.30119995833957,997.5107574462891
141.36774495831924,997.5074768066406
142.43424095833325,997.5000762939453
143.50074395834235,997.4936676025391
144.56723295833217,997.4842071533203
145.6337519583176,997.4781036376953
146.7003139583394,997.4738311767578
147.76684495832887,997.4711608886719
148.8333709583385,997.4659729003906
149.89991395833204,997.4653625488281
150.96644095832016,997.4633026123047
152.03298195832758,997.4629211425781
153.09950595832197,997.4633026123047
154.1660409583419,997.4658966064453
155.23254895833088,997.4667358398438
156.29904695833102,997.4726104736328
157.36552695833961,997.4790191650391
158.43204095831607,997.4849700927734
159.4984859583201,997.4894714355469
160.56495495833224,997.4981689453125
161.63142895832425,997.5001525878906
162.69790895833285,997.5035095214844
163.76443595832097,997.5083160400391
164.83095295832027,997.5090789794922
165.89748895831872,997.5108337402344
166.96402395833866,997.5152587890625
168.03053595832898,997.51708984375
169.0970549583435,997.5177001953125
170.1635789583379,997.5180816650391
171.230110958335,997.5180816650391
172.29665495833615,997.5147247314453
173.36323395834188,997.5127410888672
174.4297969583422,997.5127410888672
175.4963229583227,997.5133514404297
176.5628479583247,997.5154876708984
177.62942595832283,997.5189971923828
178.69599495833972,997.5215148925781
179.76254195833462,997.5215148925781
